90D6  D0 04     BNE $90DC                       A:00 X:04 Y:C2 P:25 SP:FD CYCLES: 15059 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04C2 = 00  A:00 X:04 Y:C2 P:25 SP:FD CYCLES: 15062 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:C2 P:25 SP:FD CYCLES: 15068 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:C1 P:A5 SP:FD CYCLES: 15070 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:C1 P:A4 SP:FD CYCLES: 15072 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:C1 P:A4 SP:FD CYCLES: 15075 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:C1 P:25 SP:FD CYCLES: 15077 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04C1 = 00  A:00 X:04 Y:C1 P:25 SP:FD CYCLES: 15080 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:C1 P:25 SP:FD CYCLES: 15086 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:C0 P:A5 SP:FD CYCLES: 15088 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:C0 P:A4 SP:FD CYCLES: 15090 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:C0 P:A4 SP:FD CYCLES: 15093 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:C0 P:25 SP:FD CYCLES: 15095 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04C0 = 00  A:00 X:04 Y:C0 P:25 SP:FD CYCLES: 15098 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:C0 P:25 SP:FD CYCLES: 15104 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:BF P:A5 SP:FD CYCLES: 15106 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:BF P:A4 SP:FD CYCLES: 15108 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:BF P:A4 SP:FD CYCLES: 15111 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:BF P:25 SP:FD CYCLES: 15113 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04BF = 00  A:00 X:04 Y:BF P:25 SP:FD CYCLES: 15116 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:BF P:25 SP:FD CYCLES: 15122 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:BE P:A5 SP:FD CYCLES: 15124 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:BE P:A4 SP:FD CYCLES: 15126 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:BE P:A4 SP:FD CYCLES: 15129 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:BE P:25 SP:FD CYCLES: 15131 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04BE = 00  A:00 X:04 Y:BE P:25 SP:FD CYCLES: 15134 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:BE P:25 SP:FD CYCLES: 15140 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:BD P:A5 SP:FD CYCLES: 15142 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:BD P:A4 SP:FD CYCLES: 15144 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:BD P:A4 SP:FD CYCLES: 15147 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:BD P:25 SP:FD CYCLES: 15149 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04BD = 00  A:00 X:04 Y:BD P:25 SP:FD CYCLES: 15152 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:BD P:25 SP:FD CYCLES: 15158 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:BC P:A5 SP:FD CYCLES: 15160 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:BC P:A4 SP:FD CYCLES: 15162 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:BC P:A4 SP:FD CYCLES: 15165 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:BC P:25 SP:FD CYCLES: 15167 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04BC = 00  A:00 X:04 Y:BC P:25 SP:FD CYCLES: 15170 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:BC P:25 SP:FD CYCLES: 15176 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:BB P:A5 SP:FD CYCLES: 15178 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:BB P:A4 SP:FD CYCLES: 15180 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:BB P:A4 SP:FD CYCLES: 15183 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:BB P:25 SP:FD CYCLES: 15185 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04BB = 00  A:00 X:04 Y:BB P:25 SP:FD CYCLES: 15188 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:BB P:25 SP:FD CYCLES: 15194 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:BA P:A5 SP:FD CYCLES: 15196 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:BA P:A4 SP:FD CYCLES: 15198 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:BA P:A4 SP:FD CYCLES: 15201 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:BA P:25 SP:FD CYCLES: 15203 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04BA = 00  A:00 X:04 Y:BA P:25 SP:FD CYCLES: 15206 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:BA P:25 SP:FD CYCLES: 15212 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B9 P:A5 SP:FD CYCLES: 15214 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B9 P:A4 SP:FD CYCLES: 15216 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B9 P:A4 SP:FD CYCLES: 15219 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B9 P:25 SP:FD CYCLES: 15221 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B9 = 00  A:00 X:04 Y:B9 P:25 SP:FD CYCLES: 15224 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B9 P:25 SP:FD CYCLES: 15230 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B8 P:A5 SP:FD CYCLES: 15232 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B8 P:A4 SP:FD CYCLES: 15234 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B8 P:A4 SP:FD CYCLES: 15237 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B8 P:25 SP:FD CYCLES: 15239 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B8 = 00  A:00 X:04 Y:B8 P:25 SP:FD CYCLES: 15242 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B8 P:25 SP:FD CYCLES: 15248 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B7 P:A5 SP:FD CYCLES: 15250 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B7 P:A4 SP:FD CYCLES: 15252 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B7 P:A4 SP:FD CYCLES: 15255 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B7 P:25 SP:FD CYCLES: 15257 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B7 = 00  A:00 X:04 Y:B7 P:25 SP:FD CYCLES: 15260 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B7 P:25 SP:FD CYCLES: 15266 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B6 P:A5 SP:FD CYCLES: 15268 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B6 P:A4 SP:FD CYCLES: 15270 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B6 P:A4 SP:FD CYCLES: 15273 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B6 P:25 SP:FD CYCLES: 15275 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B6 = 00  A:00 X:04 Y:B6 P:25 SP:FD CYCLES: 15278 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B6 P:25 SP:FD CYCLES: 15284 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B5 P:A5 SP:FD CYCLES: 15286 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B5 P:A4 SP:FD CYCLES: 15288 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B5 P:A4 SP:FD CYCLES: 15291 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B5 P:25 SP:FD CYCLES: 15293 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B5 = 00  A:00 X:04 Y:B5 P:25 SP:FD CYCLES: 15296 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B5 P:25 SP:FD CYCLES: 15302 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B4 P:A5 SP:FD CYCLES: 15304 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B4 P:A4 SP:FD CYCLES: 15306 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B4 P:A4 SP:FD CYCLES: 15309 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B4 P:25 SP:FD CYCLES: 15311 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B4 = 00  A:00 X:04 Y:B4 P:25 SP:FD CYCLES: 15314 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B4 P:25 SP:FD CYCLES: 15320 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B3 P:A5 SP:FD CYCLES: 15322 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B3 P:A4 SP:FD CYCLES: 15324 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B3 P:A4 SP:FD CYCLES: 15327 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B3 P:25 SP:FD CYCLES: 15329 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B3 = 00  A:00 X:04 Y:B3 P:25 SP:FD CYCLES: 15332 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B3 P:25 SP:FD CYCLES: 15338 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B2 P:A5 SP:FD CYCLES: 15340 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B2 P:A4 SP:FD CYCLES: 15342 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B2 P:A4 SP:FD CYCLES: 15345 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B2 P:25 SP:FD CYCLES: 15347 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B2 = 00  A:00 X:04 Y:B2 P:25 SP:FD CYCLES: 15350 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B2 P:25 SP:FD CYCLES: 15356 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B1 P:A5 SP:FD CYCLES: 15358 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B1 P:A4 SP:FD CYCLES: 15360 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B1 P:A4 SP:FD CYCLES: 15363 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B1 P:25 SP:FD CYCLES: 15365 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B1 = 00  A:00 X:04 Y:B1 P:25 SP:FD CYCLES: 15368 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B1 P:25 SP:FD CYCLES: 15374 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:B0 P:A5 SP:FD CYCLES: 15376 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:B0 P:A4 SP:FD CYCLES: 15378 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:B0 P:A4 SP:FD CYCLES: 15381 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:B0 P:25 SP:FD CYCLES: 15383 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04B0 = 00  A:00 X:04 Y:B0 P:25 SP:FD CYCLES: 15386 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:B0 P:25 SP:FD CYCLES: 15392 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:AF P:A5 SP:FD CYCLES: 15394 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:AF P:A4 SP:FD CYCLES: 15396 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:AF P:A4 SP:FD CYCLES: 15399 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:AF P:25 SP:FD CYCLES: 15401 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04AF = 00  A:00 X:04 Y:AF P:25 SP:FD CYCLES: 15404 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:AF P:25 SP:FD CYCLES: 15410 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:AE P:A5 SP:FD CYCLES: 15412 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:AE P:A4 SP:FD CYCLES: 15414 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:AE P:A4 SP:FD CYCLES: 15417 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:AE P:25 SP:FD CYCLES: 15419 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04AE = 00  A:00 X:04 Y:AE P:25 SP:FD CYCLES: 15422 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:AE P:25 SP:FD CYCLES: 15428 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:AD P:A5 SP:FD CYCLES: 15430 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:AD P:A4 SP:FD CYCLES: 15432 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:AD P:A4 SP:FD CYCLES: 15435 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:AD P:25 SP:FD CYCLES: 15437 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04AD = 00  A:00 X:04 Y:AD P:25 SP:FD CYCLES: 15440 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:AD P:25 SP:FD CYCLES: 15446 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:AC P:A5 SP:FD CYCLES: 15448 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:AC P:A4 SP:FD CYCLES: 15450 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:AC P:A4 SP:FD CYCLES: 15453 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:AC P:25 SP:FD CYCLES: 15455 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04AC = 00  A:00 X:04 Y:AC P:25 SP:FD CYCLES: 15458 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:AC P:25 SP:FD CYCLES: 15464 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:AB P:A5 SP:FD CYCLES: 15466 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:AB P:A4 SP:FD CYCLES: 15468 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:AB P:A4 SP:FD CYCLES: 15471 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:AB P:25 SP:FD CYCLES: 15473 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04AB = 00  A:00 X:04 Y:AB P:25 SP:FD CYCLES: 15476 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:AB P:25 SP:FD CYCLES: 15482 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:AA P:A5 SP:FD CYCLES: 15484 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:AA P:A4 SP:FD CYCLES: 15486 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:AA P:A4 SP:FD CYCLES: 15489 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:AA P:25 SP:FD CYCLES: 15491 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04AA = 00  A:00 X:04 Y:AA P:25 SP:FD CYCLES: 15494 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:AA P:25 SP:FD CYCLES: 15500 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A9 P:A5 SP:FD CYCLES: 15502 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A9 P:A4 SP:FD CYCLES: 15504 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A9 P:A4 SP:FD CYCLES: 15507 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A9 P:25 SP:FD CYCLES: 15509 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A9 = 00  A:00 X:04 Y:A9 P:25 SP:FD CYCLES: 15512 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A9 P:25 SP:FD CYCLES: 15518 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A8 P:A5 SP:FD CYCLES: 15520 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A8 P:A4 SP:FD CYCLES: 15522 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A8 P:A4 SP:FD CYCLES: 15525 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A8 P:25 SP:FD CYCLES: 15527 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A8 = 00  A:00 X:04 Y:A8 P:25 SP:FD CYCLES: 15530 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A8 P:25 SP:FD CYCLES: 15536 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A7 P:A5 SP:FD CYCLES: 15538 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A7 P:A4 SP:FD CYCLES: 15540 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A7 P:A4 SP:FD CYCLES: 15543 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A7 P:25 SP:FD CYCLES: 15545 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A7 = 00  A:00 X:04 Y:A7 P:25 SP:FD CYCLES: 15548 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A7 P:25 SP:FD CYCLES: 15554 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A6 P:A5 SP:FD CYCLES: 15556 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A6 P:A4 SP:FD CYCLES: 15558 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A6 P:A4 SP:FD CYCLES: 15561 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A6 P:25 SP:FD CYCLES: 15563 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A6 = 00  A:00 X:04 Y:A6 P:25 SP:FD CYCLES: 15566 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A6 P:25 SP:FD CYCLES: 15572 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A5 P:A5 SP:FD CYCLES: 15574 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A5 P:A4 SP:FD CYCLES: 15576 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A5 P:A4 SP:FD CYCLES: 15579 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A5 P:25 SP:FD CYCLES: 15581 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A5 = 00  A:00 X:04 Y:A5 P:25 SP:FD CYCLES: 15584 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A5 P:25 SP:FD CYCLES: 15590 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A4 P:A5 SP:FD CYCLES: 15592 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A4 P:A4 SP:FD CYCLES: 15594 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A4 P:A4 SP:FD CYCLES: 15597 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A4 P:25 SP:FD CYCLES: 15599 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A4 = 00  A:00 X:04 Y:A4 P:25 SP:FD CYCLES: 15602 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A4 P:25 SP:FD CYCLES: 15608 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A3 P:A5 SP:FD CYCLES: 15610 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A3 P:A4 SP:FD CYCLES: 15612 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A3 P:A4 SP:FD CYCLES: 15615 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A3 P:25 SP:FD CYCLES: 15617 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A3 = 00  A:00 X:04 Y:A3 P:25 SP:FD CYCLES: 15620 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A3 P:25 SP:FD CYCLES: 15626 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A2 P:A5 SP:FD CYCLES: 15628 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A2 P:A4 SP:FD CYCLES: 15630 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A2 P:A4 SP:FD CYCLES: 15633 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A2 P:25 SP:FD CYCLES: 15635 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A2 = 00  A:00 X:04 Y:A2 P:25 SP:FD CYCLES: 15638 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A2 P:25 SP:FD CYCLES: 15644 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A1 P:A5 SP:FD CYCLES: 15646 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A1 P:A4 SP:FD CYCLES: 15648 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A1 P:A4 SP:FD CYCLES: 15651 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A1 P:25 SP:FD CYCLES: 15653 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A1 = 00  A:00 X:04 Y:A1 P:25 SP:FD CYCLES: 15656 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A1 P:25 SP:FD CYCLES: 15662 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:A0 P:A5 SP:FD CYCLES: 15664 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:A0 P:A4 SP:FD CYCLES: 15666 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:A0 P:A4 SP:FD CYCLES: 15669 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:A0 P:25 SP:FD CYCLES: 15671 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 04A0 = 00  A:00 X:04 Y:A0 P:25 SP:FD CYCLES: 15674 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:A0 P:25 SP:FD CYCLES: 15680 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:9F P:A5 SP:FD CYCLES: 15682 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:9F P:A4 SP:FD CYCLES: 15684 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:9F P:A4 SP:FD CYCLES: 15687 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:9F P:25 SP:FD CYCLES: 15689 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 049F = 00  A:00 X:04 Y:9F P:25 SP:FD CYCLES: 15692 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:9F P:25 SP:FD CYCLES: 15698 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:9E P:A5 SP:FD CYCLES: 15700 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:9E P:A4 SP:FD CYCLES: 15702 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:9E P:A4 SP:FD CYCLES: 15705 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:9E P:25 SP:FD CYCLES: 15707 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 049E = 00  A:00 X:04 Y:9E P:25 SP:FD CYCLES: 15710 STACK: 80 2D
90DE  88        DEY                             A:00 X:04 Y:9E P:25 SP:FD CYCLES: 15716 STACK: 80 2D
90DF  C0 FF     CPY #$FF                        A:00 X:04 Y:9D P:A5 SP:FD CYCLES: 15718 STACK: 80 2D
90E1  D0 F1     BNE $90D4                       A:00 X:04 Y:9D P:A4 SP:FD CYCLES: 15720 STACK: 80 2D
90D4  E0 01     CPX #$01                        A:00 X:04 Y:9D P:A4 SP:FD CYCLES: 15723 STACK: 80 2D
90D6  D0 04     BNE $90DC                       A:00 X:04 Y:9D P:25 SP:FD CYCLES: 15725 STACK: 80 2D
90DC  91 06     STA ($06),Y = 0400 @ 049D = 00  A:00 X:04 Y:9D P:25 SP:FD CYCLES: 15728 STACK: 80 2D
